datetime,subcatchment_S42_Bifenthrin,bif_sum,date,year,month,day
2011-06-24,0.0,0.0,2011-06-24,2011,6,24
2011-06-25,0.0,0.0,2011-06-25,2011,6,25
2011-06-26,0.0,0.0,2011-06-26,2011,6,26
2011-06-27,0.0,0.0,2011-06-27,2011,6,27
2011-06-28,71.51908671310643,71.51908671310643,2011-06-28,2011,6,28
2011-06-29,0.00011733908953696729,0.00011733908953696729,2011-06-29,2011,6,29
2011-06-30,0.0,0.0,2011-06-30,2011,6,30
2011-07-01,0.0,0.0,2011-07-01,2011,7,1
2011-07-02,0.0,0.0,2011-07-02,2011,7,2
2011-07-03,0.0,0.0,2011-07-03,2011,7,3
2011-07-04,0.0,0.0,2011-07-04,2011,7,4
2011-07-05,0.0,0.0,2011-07-05,2011,7,5
2011-07-06,0.0,0.0,2011-07-06,2011,7,6
2011-07-07,0.0,0.0,2011-07-07,2011,7,7
2011-07-08,0.0,0.0,2011-07-08,2011,7,8
2011-07-09,0.0,0.0,2011-07-09,2011,7,9
2011-07-10,0.0,0.0,2011-07-10,2011,7,10
2011-07-11,0.0,0.0,2011-07-11,2011,7,11
2011-07-12,0.0,0.0,2011-07-12,2011,7,12
2011-07-13,0.0,0.0,2011-07-13,2011,7,13
2011-07-14,0.0,0.0,2011-07-14,2011,7,14
2011-07-15,0.0,0.0,2011-07-15,2011,7,15
2011-07-16,0.0,0.0,2011-07-16,2011,7,16
2011-07-17,0.0,0.0,2011-07-17,2011,7,17
2011-07-18,0.0,0.0,2011-07-18,2011,7,18
2011-07-19,0.0,0.0,2011-07-19,2011,7,19
2011-07-20,0.0,0.0,2011-07-20,2011,7,20
2011-07-21,0.0,0.0,2011-07-21,2011,7,21
2011-07-22,0.0,0.0,2011-07-22,2011,7,22
2011-07-23,0.0,0.0,2011-07-23,2011,7,23
2011-07-24,0.0,0.0,2011-07-24,2011,7,24
2011-07-25,0.0,0.0,2011-07-25,2011,7,25
2011-07-26,0.0,0.0,2011-07-26,2011,7,26
2011-07-27,0.0,0.0,2011-07-27,2011,7,27
2011-07-28,0.0,0.0,2011-07-28,2011,7,28
2011-07-29,0.0,0.0,2011-07-29,2011,7,29
2011-07-30,0.0,0.0,2011-07-30,2011,7,30
2011-07-31,0.0,0.0,2011-07-31,2011,7,31
2011-08-01,0.0,0.0,2011-08-01,2011,8,1
2011-08-02,0.0,0.0,2011-08-02,2011,8,2
2011-08-03,0.0,0.0,2011-08-03,2011,8,3
2011-08-04,0.0,0.0,2011-08-04,2011,8,4
2011-08-05,0.0,0.0,2011-08-05,2011,8,5
2011-08-06,0.0,0.0,2011-08-06,2011,8,6
2011-08-07,0.0,0.0,2011-08-07,2011,8,7
2011-08-08,0.0,0.0,2011-08-08,2011,8,8
2011-08-09,0.0,0.0,2011-08-09,2011,8,9
2011-08-10,0.0,0.0,2011-08-10,2011,8,10
2011-08-11,0.0,0.0,2011-08-11,2011,8,11
2011-08-12,0.0,0.0,2011-08-12,2011,8,12
2011-08-13,0.0,0.0,2011-08-13,2011,8,13
2011-08-14,0.0,0.0,2011-08-14,2011,8,14
2011-08-15,0.0,0.0,2011-08-15,2011,8,15
2011-08-16,0.0,0.0,2011-08-16,2011,8,16
2011-08-17,0.0,0.0,2011-08-17,2011,8,17
2011-08-18,0.0,0.0,2011-08-18,2011,8,18
2011-08-19,0.0,0.0,2011-08-19,2011,8,19
2011-08-20,0.0,0.0,2011-08-20,2011,8,20
2011-08-21,0.0,0.0,2011-08-21,2011,8,21
2011-08-22,0.0,0.0,2011-08-22,2011,8,22
2011-08-23,0.0,0.0,2011-08-23,2011,8,23
2011-08-24,0.0,0.0,2011-08-24,2011,8,24
2011-08-25,0.0,0.0,2011-08-25,2011,8,25
2011-08-26,0.0,0.0,2011-08-26,2011,8,26
2011-08-27,0.0,0.0,2011-08-27,2011,8,27
2011-08-28,0.0,0.0,2011-08-28,2011,8,28
2011-08-29,0.0,0.0,2011-08-29,2011,8,29
2011-08-30,0.0,0.0,2011-08-30,2011,8,30
2011-08-31,0.0,0.0,2011-08-31,2011,8,31
2011-09-01,0.0,0.0,2011-09-01,2011,9,1
2011-09-02,0.0,0.0,2011-09-02,2011,9,2
2011-09-03,0.0,0.0,2011-09-03,2011,9,3
2011-09-04,0.0,0.0,2011-09-04,2011,9,4
2011-09-05,0.0,0.0,2011-09-05,2011,9,5
2011-09-06,0.0,0.0,2011-09-06,2011,9,6
2011-09-07,0.0,0.0,2011-09-07,2011,9,7
2011-09-08,0.0,0.0,2011-09-08,2011,9,8
2011-09-09,0.0,0.0,2011-09-09,2011,9,9
2011-09-10,0.0,0.0,2011-09-10,2011,9,10
2011-09-11,0.0,0.0,2011-09-11,2011,9,11
2011-09-12,0.0,0.0,2011-09-12,2011,9,12
2011-09-13,0.0,0.0,2011-09-13,2011,9,13
2011-09-14,0.0,0.0,2011-09-14,2011,9,14
2011-09-15,0.0,0.0,2011-09-15,2011,9,15
2011-09-16,0.0,0.0,2011-09-16,2011,9,16
2011-09-17,0.0,0.0,2011-09-17,2011,9,17
2011-09-18,0.0,0.0,2011-09-18,2011,9,18
2011-09-19,0.0,0.0,2011-09-19,2011,9,19
2011-09-20,0.0,0.0,2011-09-20,2011,9,20
2011-09-21,0.0,0.0,2011-09-21,2011,9,21
2011-09-22,0.0,0.0,2011-09-22,2011,9,22
2011-09-23,0.0,0.0,2011-09-23,2011,9,23
2011-09-24,0.0,0.0,2011-09-24,2011,9,24
2011-09-25,0.0,0.0,2011-09-25,2011,9,25
2011-09-26,0.0,0.0,2011-09-26,2011,9,26
2011-09-27,0.0,0.0,2011-09-27,2011,9,27
2011-09-28,0.0,0.0,2011-09-28,2011,9,28
2011-09-29,0.0,0.0,2011-09-29,2011,9,29
2011-09-30,0.0,0.0,2011-09-30,2011,9,30
2011-10-01,0.0,0.0,2011-10-01,2011,10,1
2011-10-02,0.0,0.0,2011-10-02,2011,10,2
2011-10-03,0.0,0.0,2011-10-03,2011,10,3
2011-10-04,93.30914599755589,93.30914599755589,2011-10-04,2011,10,4
2011-10-05,0.790696944743346,0.790696944743346,2011-10-05,2011,10,5
2011-10-06,3.1005137647582813e-07,3.1005137647582813e-07,2011-10-06,2011,10,6
2011-10-07,2.1178940559182333e-09,2.1178940559182333e-09,2011-10-07,2011,10,7
2011-10-08,0.0,0.0,2011-10-08,2011,10,8
2011-10-09,0.0,0.0,2011-10-09,2011,10,9
2011-10-10,8.636378093459218e-09,8.636378093459218e-09,2011-10-10,2011,10,10
2011-10-11,0.0,0.0,2011-10-11,2011,10,11
2011-10-12,0.0,0.0,2011-10-12,2011,10,12
2011-10-13,0.0,0.0,2011-10-13,2011,10,13
2011-10-14,0.0,0.0,2011-10-14,2011,10,14
2011-10-15,0.0,0.0,2011-10-15,2011,10,15
2011-10-16,0.0,0.0,2011-10-16,2011,10,16
2011-10-17,0.0,0.0,2011-10-17,2011,10,17
2011-10-18,0.0,0.0,2011-10-18,2011,10,18
2011-10-19,0.0,0.0,2011-10-19,2011,10,19
2011-10-20,0.0,0.0,2011-10-20,2011,10,20
2011-10-21,0.0,0.0,2011-10-21,2011,10,21
2011-10-22,0.0,0.0,2011-10-22,2011,10,22
2011-10-23,0.0,0.0,2011-10-23,2011,10,23
2011-10-24,0.0,0.0,2011-10-24,2011,10,24
2011-10-25,0.0,0.0,2011-10-25,2011,10,25
2011-10-26,0.0,0.0,2011-10-26,2011,10,26
2011-10-27,0.0,0.0,2011-10-27,2011,10,27
2011-10-28,0.0,0.0,2011-10-28,2011,10,28
2011-10-29,0.0,0.0,2011-10-29,2011,10,29
2011-10-30,0.0,0.0,2011-10-30,2011,10,30
2011-10-31,0.0,0.0,2011-10-31,2011,10,31
2011-11-01,0.0,0.0,2011-11-01,2011,11,1
2011-11-02,0.0,0.0,2011-11-02,2011,11,2
2011-11-03,0.0,0.0,2011-11-03,2011,11,3
2011-11-04,0.0,0.0,2011-11-04,2011,11,4
2011-11-05,27.405359439629333,27.405359439629333,2011-11-05,2011,11,5
2011-11-06,0.21682983574510256,0.21682983574510256,2011-11-06,2011,11,6
2011-11-07,0.0,0.0,2011-11-07,2011,11,7
2011-11-08,0.0,0.0,2011-11-08,2011,11,8
2011-11-09,0.0,0.0,2011-11-09,2011,11,9
2011-11-10,0.0,0.0,2011-11-10,2011,11,10
2011-11-11,0.0,0.0,2011-11-11,2011,11,11
2011-11-12,0.0,0.0,2011-11-12,2011,11,12
2011-11-13,0.0,0.0,2011-11-13,2011,11,13
2011-11-14,0.0,0.0,2011-11-14,2011,11,14
2011-11-15,0.0,0.0,2011-11-15,2011,11,15
2011-11-16,0.0,0.0,2011-11-16,2011,11,16
2011-11-17,0.0,0.0,2011-11-17,2011,11,17
2011-11-18,0.0,0.0,2011-11-18,2011,11,18
2011-11-19,0.0,0.0,2011-11-19,2011,11,19
2011-11-20,18.987943208262603,18.987943208262603,2011-11-20,2011,11,20
2011-11-21,0.0,0.0,2011-11-21,2011,11,21
2011-11-22,0.0,0.0,2011-11-22,2011,11,22
2011-11-23,0.0,0.0,2011-11-23,2011,11,23
2011-11-24,0.0006725460400307785,0.0006725460400307785,2011-11-24,2011,11,24
2011-11-25,0.0,0.0,2011-11-25,2011,11,25
2011-11-26,0.0,0.0,2011-11-26,2011,11,26
2011-11-27,0.0,0.0,2011-11-27,2011,11,27
2011-11-28,0.0,0.0,2011-11-28,2011,11,28
2011-11-29,0.0,0.0,2011-11-29,2011,11,29
2011-11-30,0.0,0.0,2011-11-30,2011,11,30
2011-12-01,0.0,0.0,2011-12-01,2011,12,1
2011-12-02,0.0,0.0,2011-12-02,2011,12,2
2011-12-03,0.0,0.0,2011-12-03,2011,12,3
2011-12-04,0.0,0.0,2011-12-04,2011,12,4
2011-12-05,0.0,0.0,2011-12-05,2011,12,5
2011-12-06,0.0,0.0,2011-12-06,2011,12,6
2011-12-07,0.0,0.0,2011-12-07,2011,12,7
2011-12-08,0.0,0.0,2011-12-08,2011,12,8
2011-12-09,0.0,0.0,2011-12-09,2011,12,9
2011-12-10,0.0,0.0,2011-12-10,2011,12,10
2011-12-11,0.0,0.0,2011-12-11,2011,12,11
2011-12-12,0.0,0.0,2011-12-12,2011,12,12
2011-12-13,0.0,0.0,2011-12-13,2011,12,13
2011-12-14,0.0,0.0,2011-12-14,2011,12,14
2011-12-15,3.5924547623162755,3.5924547623162755,2011-12-15,2011,12,15
2011-12-16,0.0,0.0,2011-12-16,2011,12,16
2011-12-17,0.0,0.0,2011-12-17,2011,12,17
2011-12-18,0.0,0.0,2011-12-18,2011,12,18
2011-12-19,0.0,0.0,2011-12-19,2011,12,19
2011-12-20,0.0,0.0,2011-12-20,2011,12,20
2011-12-21,0.0,0.0,2011-12-21,2011,12,21
2011-12-22,0.0,0.0,2011-12-22,2011,12,22
2011-12-23,0.0,0.0,2011-12-23,2011,12,23
2011-12-24,0.0,0.0,2011-12-24,2011,12,24
2011-12-25,0.0,0.0,2011-12-25,2011,12,25
2011-12-26,0.0,0.0,2011-12-26,2011,12,26
2011-12-27,0.0,0.0,2011-12-27,2011,12,27
2011-12-28,0.0,0.0,2011-12-28,2011,12,28
2011-12-29,0.0,0.0,2011-12-29,2011,12,29
2011-12-30,0.0,0.0,2011-12-30,2011,12,30
2011-12-31,0.0,0.0,2011-12-31,2011,12,31
2012-01-01,0.0,0.0,2012-01-01,2012,1,1
2012-01-02,0.0,0.0,2012-01-02,2012,1,2
2012-01-03,0.0,0.0,2012-01-03,2012,1,3
2012-01-04,0.0,0.0,2012-01-04,2012,1,4
2012-01-05,0.0,0.0,2012-01-05,2012,1,5
2012-01-06,0.0,0.0,2012-01-06,2012,1,6
2012-01-07,0.0,0.0,2012-01-07,2012,1,7
2012-01-08,0.0,0.0,2012-01-08,2012,1,8
2012-01-09,0.0,0.0,2012-01-09,2012,1,9
2012-01-10,0.0,0.0,2012-01-10,2012,1,10
2012-01-11,0.0,0.0,2012-01-11,2012,1,11
2012-01-12,0.0,0.0,2012-01-12,2012,1,12
2012-01-13,0.0,0.0,2012-01-13,2012,1,13
2012-01-14,0.0,0.0,2012-01-14,2012,1,14
2012-01-15,0.0,0.0,2012-01-15,2012,1,15
2012-01-16,0.0,0.0,2012-01-16,2012,1,16
2012-01-17,0.0,0.0,2012-01-17,2012,1,17
2012-01-18,0.0,0.0,2012-01-18,2012,1,18
2012-01-19,52.67895847578636,52.67895847578636,2012-01-19,2012,1,19
2012-01-20,0.5728303859323118,0.5728303859323118,2012-01-20,2012,1,20
2012-01-21,1.779311023149298e-11,1.779311023149298e-11,2012-01-21,2012,1,21
2012-01-22,8.28660781560909e-15,8.28660781560909e-15,2012-01-22,2012,1,22
2012-01-23,1.321363477631122e-19,1.321363477631122e-19,2012-01-23,2012,1,23
2012-01-24,0.0,0.0,2012-01-24,2012,1,24
2012-01-25,0.0,0.0,2012-01-25,2012,1,25
2012-01-26,0.0,0.0,2012-01-26,2012,1,26
2012-01-27,0.0,0.0,2012-01-27,2012,1,27
2012-01-28,0.0,0.0,2012-01-28,2012,1,28
2012-01-29,0.0,0.0,2012-01-29,2012,1,29
2012-01-30,0.0,0.0,2012-01-30,2012,1,30
2012-01-31,0.0,0.0,2012-01-31,2012,1,31
2012-02-01,0.0,0.0,2012-02-01,2012,2,1
2012-02-02,0.0,0.0,2012-02-02,2012,2,2
2012-02-03,0.0,0.0,2012-02-03,2012,2,3
2012-02-04,0.0,0.0,2012-02-04,2012,2,4
2012-02-05,0.0,0.0,2012-02-05,2012,2,5
2012-02-06,0.0,0.0,2012-02-06,2012,2,6
2012-02-07,0.0,0.0,2012-02-07,2012,2,7
2012-02-08,0.0,0.0,2012-02-08,2012,2,8
2012-02-09,0.0,0.0,2012-02-09,2012,2,9
2012-02-10,0.0,0.0,2012-02-10,2012,2,10
2012-02-11,0.0,0.0,2012-02-11,2012,2,11
2012-02-12,1.8290812891416552,1.8290812891416552,2012-02-12,2012,2,12
2012-02-13,0.22811518540697184,0.22811518540697184,2012-02-13,2012,2,13
2012-02-14,0.0,0.0,2012-02-14,2012,2,14
2012-02-15,0.0,0.0,2012-02-15,2012,2,15
2012-02-16,0.0,0.0,2012-02-16,2012,2,16
2012-02-17,0.0,0.0,2012-02-17,2012,2,17
2012-02-18,0.0,0.0,2012-02-18,2012,2,18
2012-02-19,0.0,0.0,2012-02-19,2012,2,19
2012-02-20,0.0,0.0,2012-02-20,2012,2,20
2012-02-21,0.0,0.0,2012-02-21,2012,2,21
2012-02-22,0.0,0.0,2012-02-22,2012,2,22
2012-02-23,0.0,0.0,2012-02-23,2012,2,23
2012-02-24,0.0,0.0,2012-02-24,2012,2,24
2012-02-25,0.0,0.0,2012-02-25,2012,2,25
2012-02-26,0.0,0.0,2012-02-26,2012,2,26
2012-02-27,0.0,0.0,2012-02-27,2012,2,27
2012-02-28,0.0,0.0,2012-02-28,2012,2,28
2012-02-29,6.0233555082488,6.0233555082488,2012-02-29,2012,2,29
2012-03-01,2.279256248710831e-06,2.279256248710831e-06,2012-03-01,2012,3,1
2012-03-02,0.0,0.0,2012-03-02,2012,3,2
2012-03-03,0.0,0.0,2012-03-03,2012,3,3
2012-03-04,0.0,0.0,2012-03-04,2012,3,4
2012-03-05,0.0,0.0,2012-03-05,2012,3,5
2012-03-06,0.0,0.0,2012-03-06,2012,3,6
2012-03-07,0.0,0.0,2012-03-07,2012,3,7
2012-03-08,0.0,0.0,2012-03-08,2012,3,8
2012-03-09,0.0,0.0,2012-03-09,2012,3,9
2012-03-10,0.0,0.0,2012-03-10,2012,3,10
2012-03-11,0.0,0.0,2012-03-11,2012,3,11
2012-03-12,0.0,0.0,2012-03-12,2012,3,12
2012-03-13,28.898125595782783,28.898125595782783,2012-03-13,2012,3,13
2012-03-14,0.0002269760708359511,0.0002269760708359511,2012-03-14,2012,3,14
2012-03-15,2.8249884012078402e-14,2.8249884012078402e-14,2012-03-15,2012,3,15
2012-03-16,2.010339070126615e-14,2.010339070126615e-14,2012-03-16,2012,3,16
2012-03-17,3.605805049159605e-25,3.605805049159605e-25,2012-03-17,2012,3,17
2012-03-18,5.676182596043587e-29,5.676182596043587e-29,2012-03-18,2012,3,18
2012-03-19,5.133091377823391e-36,5.133091377823391e-36,2012-03-19,2012,3,19
2012-03-20,0.0,0.0,2012-03-20,2012,3,20
2012-03-21,0.0,0.0,2012-03-21,2012,3,21
2012-03-22,0.0,0.0,2012-03-22,2012,3,22
2012-03-23,0.0,0.0,2012-03-23,2012,3,23
2012-03-24,0.0,0.0,2012-03-24,2012,3,24
2012-03-25,12.008857057162396,12.008857057162396,2012-03-25,2012,3,25
2012-03-26,0.0,0.0,2012-03-26,2012,3,26
2012-03-27,0.044378505421789075,0.044378505421789075,2012-03-27,2012,3,27
2012-03-28,1.4268751262129395e-07,1.4268751262129395e-07,2012-03-28,2012,3,28
2012-03-29,6.761755070540617e-10,6.761755070540617e-10,2012-03-29,2012,3,29
2012-03-30,4.808103215476657e-13,4.808103215476657e-13,2012-03-30,2012,3,30
2012-03-31,5.469493927578841e-13,5.469493927578841e-13,2012-03-31,2012,3,31
2012-04-01,1.1277118289798363e-19,1.1277118289798363e-19,2012-04-01,2012,4,1
2012-04-02,0.0,0.0,2012-04-02,2012,4,2
2012-04-03,5.3496734653675166e-20,5.3496734653675166e-20,2012-04-03,2012,4,3
2012-04-04,8.047412685684773e-21,8.047412685684773e-21,2012-04-04,2012,4,4
2012-04-05,0.0,0.0,2012-04-05,2012,4,5
2012-04-06,0.0,0.0,2012-04-06,2012,4,6
2012-04-07,0.0,0.0,2012-04-07,2012,4,7
2012-04-08,0.0,0.0,2012-04-08,2012,4,8
2012-04-09,0.0,0.0,2012-04-09,2012,4,9
2012-04-10,0.0,0.0,2012-04-10,2012,4,10
2012-04-11,4.810928716628502,4.810928716628502,2012-04-11,2012,4,11
2012-04-12,0.00013060654518629063,0.00013060654518629063,2012-04-12,2012,4,12
2012-04-13,4.371787590091047e-15,4.371787590091047e-15,2012-04-13,2012,4,13
2012-04-14,1.451820180519855e-25,1.451820180519855e-25,2012-04-14,2012,4,14
2012-04-15,0.0,0.0,2012-04-15,2012,4,15
2012-04-16,0.0,0.0,2012-04-16,2012,4,16
2012-04-17,0.0,0.0,2012-04-17,2012,4,17
2012-04-18,0.0,0.0,2012-04-18,2012,4,18
2012-04-19,0.0,0.0,2012-04-19,2012,4,19
2012-04-20,0.0,0.0,2012-04-20,2012,4,20
2012-04-21,0.0,0.0,2012-04-21,2012,4,21
2012-04-22,0.0,0.0,2012-04-22,2012,4,22
2012-04-23,0.0,0.0,2012-04-23,2012,4,23
2012-04-24,0.0,0.0,2012-04-24,2012,4,24
2012-04-25,35.66606461555443,35.66606461555443,2012-04-25,2012,4,25
2012-04-26,0.025788561035921698,0.025788561035921698,2012-04-26,2012,4,26
2012-04-27,0.0,0.0,2012-04-27,2012,4,27
2012-04-28,0.0,0.0,2012-04-28,2012,4,28
2012-04-29,0.0,0.0,2012-04-29,2012,4,29
2012-04-30,0.0,0.0,2012-04-30,2012,4,30
2012-05-01,0.0,0.0,2012-05-01,2012,5,1
2012-05-02,0.0,0.0,2012-05-02,2012,5,2
2012-05-03,0.0,0.0,2012-05-03,2012,5,3
2012-05-04,0.0,0.0,2012-05-04,2012,5,4
2012-05-05,0.0,0.0,2012-05-05,2012,5,5
2012-05-06,0.0,0.0,2012-05-06,2012,5,6
2012-05-07,0.0,0.0,2012-05-07,2012,5,7
2012-05-08,0.0,0.0,2012-05-08,2012,5,8
2012-05-09,0.0,0.0,2012-05-09,2012,5,9
2012-05-10,0.0,0.0,2012-05-10,2012,5,10
2012-05-11,0.0,0.0,2012-05-11,2012,5,11
2012-05-12,0.0,0.0,2012-05-12,2012,5,12
2012-05-13,0.0,0.0,2012-05-13,2012,5,13
2012-05-14,0.0,0.0,2012-05-14,2012,5,14
2012-05-15,0.0,0.0,2012-05-15,2012,5,15
2012-05-16,0.0,0.0,2012-05-16,2012,5,16
2012-05-17,0.0,0.0,2012-05-17,2012,5,17
2012-05-18,0.0,0.0,2012-05-18,2012,5,18
2012-05-19,0.0,0.0,2012-05-19,2012,5,19
2012-05-20,0.0,0.0,2012-05-20,2012,5,20
2012-05-21,0.0,0.0,2012-05-21,2012,5,21
2012-05-22,0.0,0.0,2012-05-22,2012,5,22
2012-05-23,0.0,0.0,2012-05-23,2012,5,23
2012-05-24,0.0,0.0,2012-05-24,2012,5,24
2012-05-25,0.0,0.0,2012-05-25,2012,5,25
2012-05-26,0.0,0.0,2012-05-26,2012,5,26
2012-05-27,0.0,0.0,2012-05-27,2012,5,27
2012-05-28,0.0,0.0,2012-05-28,2012,5,28
2012-05-29,0.0,0.0,2012-05-29,2012,5,29
2012-05-30,0.0,0.0,2012-05-30,2012,5,30
2012-05-31,0.0,0.0,2012-05-31,2012,5,31
2012-06-01,0.0,0.0,2012-06-01,2012,6,1
2012-06-02,0.0,0.0,2012-06-02,2012,6,2
2012-06-03,0.0,0.0,2012-06-03,2012,6,3
2012-06-04,0.0,0.0,2012-06-04,2012,6,4
2012-06-05,0.0,0.0,2012-06-05,2012,6,5
2012-06-06,0.0,0.0,2012-06-06,2012,6,6
2012-06-07,0.0,0.0,2012-06-07,2012,6,7
2012-06-08,0.0,0.0,2012-06-08,2012,6,8
2012-06-09,0.0,0.0,2012-06-09,2012,6,9
2012-06-10,0.0,0.0,2012-06-10,2012,6,10
2012-06-11,0.0,0.0,2012-06-11,2012,6,11
2012-06-12,0.0,0.0,2012-06-12,2012,6,12
2012-06-13,0.0,0.0,2012-06-13,2012,6,13
2012-06-14,0.0,0.0,2012-06-14,2012,6,14
2012-06-15,0.0,0.0,2012-06-15,2012,6,15
2012-06-16,0.0,0.0,2012-06-16,2012,6,16
2012-06-17,0.0,0.0,2012-06-17,2012,6,17
2012-06-18,0.0,0.0,2012-06-18,2012,6,18
2012-06-19,0.0,0.0,2012-06-19,2012,6,19
2012-06-20,0.0,0.0,2012-06-20,2012,6,20
2012-06-21,0.0,0.0,2012-06-21,2012,6,21
2012-06-22,0.0,0.0,2012-06-22,2012,6,22
2012-06-23,0.0,0.0,2012-06-23,2012,6,23
2012-06-24,0.0,0.0,2012-06-24,2012,6,24
2012-06-25,0.0,0.0,2012-06-25,2012,6,25
2012-06-26,0.0,0.0,2012-06-26,2012,6,26
2012-06-27,0.0,0.0,2012-06-27,2012,6,27
2012-06-28,0.0,0.0,2012-06-28,2012,6,28
2012-06-29,0.0,0.0,2012-06-29,2012,6,29
2012-06-30,0.0,0.0,2012-06-30,2012,6,30
2012-07-01,0.0,0.0,2012-07-01,2012,7,1
2012-07-02,0.0,0.0,2012-07-02,2012,7,2
2012-07-03,0.0,0.0,2012-07-03,2012,7,3
2012-07-04,0.0,0.0,2012-07-04,2012,7,4
2012-07-05,0.0,0.0,2012-07-05,2012,7,5
2012-07-06,0.0,0.0,2012-07-06,2012,7,6
2012-07-07,0.0,0.0,2012-07-07,2012,7,7
2012-07-08,0.0,0.0,2012-07-08,2012,7,8
2012-07-09,0.0,0.0,2012-07-09,2012,7,9
2012-07-10,0.0,0.0,2012-07-10,2012,7,10
2012-07-11,0.0,0.0,2012-07-11,2012,7,11
2012-07-12,0.0,0.0,2012-07-12,2012,7,12
2012-07-13,0.0,0.0,2012-07-13,2012,7,13
2012-07-14,0.0,0.0,2012-07-14,2012,7,14
2012-07-15,0.0,0.0,2012-07-15,2012,7,15
2012-07-16,0.0,0.0,2012-07-16,2012,7,16
2012-07-17,0.0,0.0,2012-07-17,2012,7,17
2012-07-18,0.0,0.0,2012-07-18,2012,7,18
2012-07-19,0.0,0.0,2012-07-19,2012,7,19
2012-07-20,0.0,0.0,2012-07-20,2012,7,20
2012-07-21,0.0,0.0,2012-07-21,2012,7,21
2012-07-22,0.0,0.0,2012-07-22,2012,7,22
2012-07-23,0.0,0.0,2012-07-23,2012,7,23
2012-07-24,0.0,0.0,2012-07-24,2012,7,24
2012-07-25,0.0,0.0,2012-07-25,2012,7,25
2012-07-26,0.0,0.0,2012-07-26,2012,7,26
2012-07-27,0.0,0.0,2012-07-27,2012,7,27
2012-07-28,0.0,0.0,2012-07-28,2012,7,28
2012-07-29,0.0,0.0,2012-07-29,2012,7,29
2012-07-30,0.0,0.0,2012-07-30,2012,7,30
2012-07-31,0.0,0.0,2012-07-31,2012,7,31
2012-08-01,0.0,0.0,2012-08-01,2012,8,1
2012-08-02,0.0,0.0,2012-08-02,2012,8,2
2012-08-03,0.0,0.0,2012-08-03,2012,8,3
2012-08-04,0.0,0.0,2012-08-04,2012,8,4
2012-08-05,0.0,0.0,2012-08-05,2012,8,5
2012-08-06,0.0,0.0,2012-08-06,2012,8,6
2012-08-07,0.0,0.0,2012-08-07,2012,8,7
2012-08-08,0.0,0.0,2012-08-08,2012,8,8
2012-08-09,0.0,0.0,2012-08-09,2012,8,9
2012-08-10,0.0,0.0,2012-08-10,2012,8,10
2012-08-11,0.0,0.0,2012-08-11,2012,8,11
2012-08-12,0.0,0.0,2012-08-12,2012,8,12
2012-08-13,0.0,0.0,2012-08-13,2012,8,13
2012-08-14,0.0,0.0,2012-08-14,2012,8,14
2012-08-15,0.0,0.0,2012-08-15,2012,8,15
2012-08-16,0.0,0.0,2012-08-16,2012,8,16
2012-08-17,0.0,0.0,2012-08-17,2012,8,17
2012-08-18,0.0,0.0,2012-08-18,2012,8,18
2012-08-19,0.0,0.0,2012-08-19,2012,8,19
2012-08-20,0.0,0.0,2012-08-20,2012,8,20
2012-08-21,0.0,0.0,2012-08-21,2012,8,21
2012-08-22,0.0,0.0,2012-08-22,2012,8,22
2012-08-23,0.0,0.0,2012-08-23,2012,8,23
2012-08-24,0.0,0.0,2012-08-24,2012,8,24
2012-08-25,0.0,0.0,2012-08-25,2012,8,25
2012-08-26,0.0,0.0,2012-08-26,2012,8,26
2012-08-27,0.0,0.0,2012-08-27,2012,8,27
2012-08-28,0.0,0.0,2012-08-28,2012,8,28
2012-08-29,0.0,0.0,2012-08-29,2012,8,29
2012-08-30,0.0,0.0,2012-08-30,2012,8,30
2012-08-31,0.0,0.0,2012-08-31,2012,8,31
2012-09-01,0.0,0.0,2012-09-01,2012,9,1
2012-09-02,0.0,0.0,2012-09-02,2012,9,2
2012-09-03,0.0,0.0,2012-09-03,2012,9,3
2012-09-04,0.0,0.0,2012-09-04,2012,9,4
2012-09-05,0.0,0.0,2012-09-05,2012,9,5
2012-09-06,0.0,0.0,2012-09-06,2012,9,6
2012-09-07,0.0,0.0,2012-09-07,2012,9,7
2012-09-08,0.0,0.0,2012-09-08,2012,9,8
2012-09-09,0.0,0.0,2012-09-09,2012,9,9
2012-09-10,0.0,0.0,2012-09-10,2012,9,10
2012-09-11,0.0,0.0,2012-09-11,2012,9,11
2012-09-12,0.0,0.0,2012-09-12,2012,9,12
2012-09-13,0.0,0.0,2012-09-13,2012,9,13
2012-09-14,0.0,0.0,2012-09-14,2012,9,14
2012-09-15,0.0,0.0,2012-09-15,2012,9,15
2012-09-16,0.0,0.0,2012-09-16,2012,9,16
2012-09-17,0.0,0.0,2012-09-17,2012,9,17
2012-09-18,0.0,0.0,2012-09-18,2012,9,18
2012-09-19,0.0,0.0,2012-09-19,2012,9,19
2012-09-20,0.0,0.0,2012-09-20,2012,9,20
2012-09-21,0.0,0.0,2012-09-21,2012,9,21
2012-09-22,0.0,0.0,2012-09-22,2012,9,22
2012-09-23,0.0,0.0,2012-09-23,2012,9,23
2012-09-24,0.0,0.0,2012-09-24,2012,9,24
2012-09-25,0.0,0.0,2012-09-25,2012,9,25
2012-09-26,0.0,0.0,2012-09-26,2012,9,26
2012-09-27,0.0,0.0,2012-09-27,2012,9,27
2012-09-28,0.0,0.0,2012-09-28,2012,9,28
